id,Completed,Last page seen,Start language,Token,Date last action,Date started,IP address,DemP,DemR,RID,Weight,Weight2,Mobile device,Tablet device,SGENDER,IBIRTHYEAR,IAGEGROUPSET1,IAGEGROUPSET2,IAGEGROUPSET3,IAGEGROUPSET4,IAGEGROUPSET5,DemPC,COUNTRY,RESPONDENT,Q4 [1],Q4 [2],Q4 [3],Q4 [4],Q4 [5],Q4 [6],Q4 [7],Q4 [8],Q4 [9],Q4 [10],Q20x1 [1],Q20x1 [2],Q20x1 [3],Q20x2 [1],Q20x2 [2],Q20x2 [3],Q20x3 [1],Q20x3 [2],Q20x3 [3],Q20x4 [1],Q20x4 [2],Q20x4 [3],Q24,Q25
972,2023-07-04 16:29:42,4,en,,2023-07-04 16:29:42,2023-07-04 16:04:46,,,,c068d2a9-33f0-895d-f8a6-e64346200333,1,1,N,N,Male,1966,,,,,,85357,3,1,,,,,,,,,,,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,vet inte det,,"Tima, mig."
973,2023-07-04 18:40:28,4,en,,2023-07-04 18:40:28,2023-07-04 16:06:48,,,,e250945f-57eb-5ff6-9450-a07bd702b2bd,1,1,N,N,Female,1997,,,,,,1348,2,1,,,,,,,,,,,ingen,ingen,ingen,h&m,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,,miljøvennlige klær
974,2023-07-04 16:14:53,4,en,,2023-07-04 16:14:53,2023-07-04 16:07:34,,,,05f97935-b36b-035a-293a-4dd2fedd43ae,1,1,N,N,Male,2000,,,,,,75439,3,1,,,,,,,,,,,Jag,Det,Jag,I,Det,Jag,I,Det,I,Jag har,Det nu är,I can,,Jag har inte gjort
975,2023-07-04 16:17:57,4,en,,2023-07-04 16:17:57,2023-07-04 16:08:04,,,,4d9e5d50-c8ed-2415-4e5f-69b5841830b5,1,1,N,N,Male,1987,,,,,,6110,2,1,Sport 1,,,,,,,,,,Sport1,Kappahl,Spotoutlet,Sport1,Hm,Sport outlet,Sport1,Spprtoutlet,Kappahl,Hm,Brandy meveline,Lindex,finne mer i min stlrrelse.,vere litt hyggelugere
976,2023-07-04 16:17:43,4,en,,2023-07-04 16:17:43,2023-07-04 16:08:38,,,,f8d84b0d-5eae-3725-0802-7ff3dad6a5c3,1,1,N,N,Female,1961,,,,,,11353,3,1,sportamore,,,,,,,,,,Houdini,haglöfs,nike,nike,stronger,icaniwil,x,z,y,nike,addidas,stronger,vet ej,vet ej
977,2023-07-04 16:35:41,4,en,,2023-07-04 16:35:41,2023-07-04 16:08:45,,,,ba140663-4e43-d576-d06c-323fdb8e49b1,1,1,N,N,Female,1984,,,,,,3050,2,1,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,-
978,2023-07-04 16:21:22,4,en,,2023-07-04 16:21:22,2023-07-04 16:09:11,,,,40459fc1-a459-3dcb-80ce-ab6ec487423b,1,1,N,N,Male,1969,,,,,,0187,2,1,XXL,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke
979,2023-07-04 18:36:19,4,en,,2023-07-04 18:36:19,2023-07-04 16:09:52,,,,5aed7606-d416-23a3-3d09-42c6b34018ee,1,1,N,N,Female,1983,,,,,,21583,3,1,Xxluts,,,,,,,,,,Xxxl,Hm,Stadium,Stadium,Hm,Vet ej,Stadium,Vet ej,Vet ej,Hm,Vet ej,Vet ej,Vet ej,Vet ej
980,2023-07-04 16:18:36,4,en,,2023-07-04 16:18:36,2023-07-04 16:10:18,,,,041302ec-a4d6-5bd4-c3e3-363840835d0f,1,1,N,N,Female,1999,,,,,,11345,3,1,Haglöfs,Helly hansen,Fjällräven,Patagonia,Salomon,,,,,,Haglöfs,Helly Hansen,Patagonia,Puma,Adidas,Lotto,Vet ej,Inget,Oklart,Helly Hansen,Haglöfs,Patagonia,Inget direkt,Synligare
981,2023-07-04 16:20:30,4,en,,2023-07-04 16:20:30,2023-07-04 16:12:11,,,,5122236f-b8af-9d0a-e760-1709a4d53e8e,1,1,N,N,Female,1974,,,,,,21448,3,1,Stadium,,,,,,,,,,Adidas,Northface,Patagonia,Adidas,Nike,Stadium,Adidas,Gucci,Rossignol,Adidas,Northface,Peak Performance,Bättre och snyggare kläder. Det mesta är lite basic och tråkigt,Rätt storlek på snygga jackor tex
982,2023-07-04 16:46:36,4,en,,2023-07-04 16:46:36,2023-07-04 16:14:01,,,,9cdacb4e-9768-223f-0a41-fff1ad0b7a83,1,1,N,N,Female,1976,,,,,,86132,3,1,Intersport,Stadium,Xxl,,,,,,,,Vet ej,Vet ej,Vet ej,Stiga,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Adidas,Nike,Puma,Större utbud,Mer kläder att välja på
983,2023-07-04 16:20:24,4,en,,2023-07-04 16:20:24,2023-07-04 16:14:31,,,,55dea2af-f2a8-5769-0ea0-96f5078d1e67,1,1,N,N,Female,1971,,,,,,17543,3,1,,,,,,,,,,,Vetej,Vetej,Vetej,Vetej,Vetej,Vetej,Vetej,Vetej,Vetej,Vetej,Vetej,Vetej,,Vetej
984,2023-07-04 16:25:22,4,en,,2023-07-04 16:25:22,2023-07-04 16:14:50,,,,bd7f1a36-28ab-deba-bb39-2e5443cc2ddb,1,1,N,N,Male,1958,,,,,,7100,2,1,XXL,Sport1,,,,,,,,,Helly Hansen,Norøna,Sport1,"Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.","Jeg driver ikke denne type aktivitet, kun jakt og turer.",Butikken må være nærmere der jeg bor.,Opprette filial på Landsbygda.
985,2023-07-04 16:28:32,4,en,,2023-07-04 16:28:32,2023-07-04 16:15:15,,,,442eef1e-ff03-3928-fe11-db0506c002e1,1,1,N,N,Female,1975,,,,,,6060,2,1,G sport,XXL,Sport 1,Inter sport,,,,,,,Bergans,Stormberg,Skogstad,Bergans,Hooka,Adidas,Vet ikje,Vet ikkje,Vet ikkje,Skogstad,Adidas,Bergans,At det ligger nærmare,Dei er flinke
986,2023-07-04 16:22:11,4,en,,2023-07-04 16:22:11,2023-07-04 16:15:36,,,,211560a0-972b-bea1-c5af-543eace96468,1,1,N,N,Male,1990,,,,,,41523,3,1,Xxl,,,,,,,,,,Nike,Adidas,Puma,Adidas,Reebok,Nike,Adidas,Puma,Nike,Nike,Pumq,Adidas,Billigare,Billigare
987,2023-07-04 16:27:45,4,en,,2023-07-04 16:27:45,2023-07-04 16:15:39,,,,09104fdf-3482-f0cf-28d0-7b3b117b3702,1,1,N,N,Male,1957,,,,,,5142,2,1,Sport1,,,,,,,,,,Norrøna,HH,North face,Nike,Adidas,Puma,Garmin,Swatch,Nike,Nike,Adidas,Craft,Økonomi,Pris
988,2023-07-04 16:32:31,4,en,,2023-07-04 16:32:31,2023-07-04 16:15:52,,,,82a48bd6-f29c-345f-61d9-bf8f07e0f54b,1,1,N,N,Female,1958,,,,,,11423,3,1,Stadium,Intersport,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Rex,Vet ej,Vet ej,Warp,Soc,Everest,Vet inte,Vet inte
989,2023-07-04 16:38:13,4,en,,2023-07-04 16:38:13,2023-07-04 16:16:35,,,,d6404036-4768-886b-8439-746b3f1ca3aa,1,1,N,N,Female,1989,,,,,,1850,2,1,Parabolflua,Sport 1,Intersport,XXL,Sport Outlet,Bergans,Stadion,,,,Skjønner ikke spørsmålet...???,Skjønner ikke spørsmålet...???,Skjønner ikke spørsmålet...???,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Det her er en vanvittig teit undersøkelse med veldig rare spørsmål og rar ordbruk. &#34Allokere&#34... Helt feil bruk av ordet i denne sammenhengen.Jeg støtter lokale bedrifter mer enn et nasjonalt/internasjonalt firma. Derfor vil jeg prioritere Parabolflua.,Vet ikke
990,2023-07-04 16:26:15,4,en,,2023-07-04 16:26:15,2023-07-04 16:16:40,,,,0c865f2f-d8c3-0e24-4220-6bad8b6edccd,1,1,N,N,Female,1982,,,,,,4639,2,1,Xxl,,,,,,,,,,Twentyfour,Hagløfs,Bergans,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Twentyfour,Hagløfs,Tufte,Skjønte ikke spørsmålet.,De dekker behovet mitt helt utmerket allerede.
991,2023-07-04 16:28:15,4,en,,2023-07-04 16:28:15,2023-07-04 16:17:32,,,,7e95df3e-accd-6ad4-4531-ebbed8bb60df,1,1,N,N,Female,1985,,,,,,37591,3,1,Stadium,Intersport,,,,,,,,,Outnorth,Stadium,Fjällräven,Puma,Adidas,Nike,Intersport,Stadium,Puma,Stadium,Stadium Outlet,Intersport,Lättare att ta mig till butik,Butik närmare
992,2023-07-04 16:27:06,4,en,,2023-07-04 16:27:06,2023-07-04 16:18:22,,,,97a2921c-278f-1717-7213-a689e0f8dbf4,1,1,N,N,Female,1980,,,,,,13732,3,1,Stadium outlet,igor sport,intersport,,,,,,,,ahkka,haglöfs,vet ej,nike,adidas,puma,speedo,adidas,nike,adidas,nike,puma,"jag vet inte, bättre priser",mer kampanjer
993,2023-07-04 16:37:15,4,en,,2023-07-04 16:37:15,2023-07-04 16:21:00,,,,334c19ca-0fe1-7792-9dc5-2d67d973fe07,1,1,N,N,Female,1962,,,,,,11662,3,1,Stadium,Igor Sport,Intersport,Sportamore,,,,,,,Didriksson,Stadium,Stadium outlet,Sportamore,Brooks,Nike,Inget,Inget,Inget,Sportamore,Didriksson,Nike,Förstår inte frågan - vs (visavi)? Jag skall väl inte jämföra företagen sinsemellan?,Synas bättre i marknadsföringen
994,2023-07-04 16:34:28,4,en,,2023-07-04 16:34:28,2023-07-04 16:21:45,,,,de1881b1-59c0-f32e-c9be-b5337d6da42d,1,1,N,N,Female,1995,,,,,,77791,3,1,Stadium,XXL,Intersport,,,,,,,,Outnorth,Tretorn,Fjällräven,Asics,Nike,Adidas,Monark,Trek,Merida,Fjällräven,Woodline,Outdoor,Butik närmare där jag bor,Bättre pris erbjudande
995,2023-07-04 16:35:20,4,en,,2023-07-04 16:35:20,2023-07-04 16:22:26,,,,1deef645-d9df-81a7-3f4a-c2c5b337208d,1,1,N,N,Female,1964,,,,,,75337,3,1,Stadium,XXL,,,,,,,,,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Inget särskilt
996,2023-07-04 16:30:10,4,en,,2023-07-04 16:30:10,2023-07-04 16:23:21,,,,5ec7e52d-a15f-4fff-0222-d1ec0e0847ce,1,1,N,N,Male,1970,,,,,,63226,3,1,,,,,,,,,,,Ingen,Ingen,Ingen,Ingen,Ingen,E,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,,Ingen aning
997,2023-07-04 16:37:12,4,en,,2023-07-04 16:37:12,2023-07-04 16:23:26,,,,aa5baa30-08fa-6dee-9f3f-9e7080c10caa,1,1,N,N,Male,1974,,,,,,5164,2,1,intersport,,,,,,,,,,Bergans,Norrøna,Helly Hansen,nike,addidas,captan,certina,omega,rayban,bergans,HH,norrøna,lavere priser,senke prisene
998,2023-07-04 16:35:40,4,en,,2023-07-04 16:35:40,2023-07-04 16:25:10,,,,c044ec6b-e1fe-cbac-9564-d86fb3251caf,1,1,N,N,Female,1978,,,,,,76111,3,1,Fjällräven,Stadium,Naturkompaniet,,,,,,,,Inte,Vet,Jag,Jofa,Nike,Reebook,Jofa,Stiga,Vet inte,Inte,Vet,Jag,Att XXL har fjällrävens produkter till ett bättre pris.,"väldigt, väldigt mycket"
999,2023-07-04 16:45:04,4,en,,2023-07-04 16:45:04,2023-07-04 16:25:20,,,,d964f78a-874e-df22-b585-c34f239d7647,1,1,N,N,Male,1962,,,,,,26536,3,1,Stadium,Intersport,,,,,,,,,Inget,Inget,Inget,Adidas,Puma,Nike,Inget,Inget,Inget,Nike,Puma,Adidas,"Inget, gillar inte deras kencept","Vet faktiskt inte, personalpolitiken satte stopp. Samt byt färg på loggan"
1000,2023-07-04 16:36:43,4,en,,2023-07-04 16:36:43,2023-07-04 16:26:08,,,,6b1887b2-47ae-4dd6-dcbd-b3335dd84351,1,1,N,N,Female,1988,,,,,,54293,3,1,Xxl,Dollarstore,Öb,,,,,,,,Blå kläder,Engelbrekt och strauss,Vet ej,Stsdium,Stsdium,Stadium,Sportamore,Branäs,Stadium,Xxl,Blåkläder,Stadium,En butik närmare mig,Finns ingen butik nära
1001,2023-07-04 17:03:45,4,en,,2023-07-04 17:03:45,2023-07-04 16:26:09,,,,0ca2f479-2d03-c695-7376-c0897232c7e3,1,1,N,N,Male,1961,,,,,,9900,2,1,Sports 1,Sportshjørnet,Intersport,,,,,,,,nike,New Balance,Asics,Adidas,The North Face,Puma,Intersport,Shimano,Samsung,Adidas,Sprint,Rhino,Må bare ha en nærhet butikk og let å finne min valgt merke og behov.,Gode kjøpt opplevelse gjennom kundebehandling og håndtering av varer.
1002,2023-07-04 16:43:37,4,en,,2023-07-04 16:43:37,2023-07-04 16:27:31,,,,dca4ff1b-d552-c8ed-7514-cb8f487227fa,1,1,N,N,Female,1990,,,,,,24441,3,1,Stadium,Out north,Team sportia,Naturkompaniet,,,,,,,Vet ej,Vet ej,Vet ej,Nike,Adidas,Soc,Salomon,Vet ej,Vet ej,Revolution race,Nike,Adidas,Om det funnits en butik närmre där jag bor,Ha alla saker mer samlade beroende på vad det används till.
1003,2023-07-04 16:40:24,4,en,,2023-07-04 16:40:24,2023-07-04 16:27:59,,,,2d1489f0-0e6b-b4bd-c5ff-bd3ffc56fc0a,1,1,N,N,Male,1959,,,,,,70374,3,1,Xxl,Stadium,,,,,,,,,Adidas,Puma,Nike,Adidas,Puma,Nike,Adidas,Puma,Nike,Adidas,Puma,Nike,"Pris, rätt vars  rätt storlek",Ha rätt vara rätt storlek
1004,2023-07-04 16:41:18,4,en,,2023-07-04 16:41:18,2023-07-04 16:28:10,,,,44a8adee-8d68-900c-79e1-99832a177706,1,1,N,N,Female,1986,,,,,,12953,3,1,,,,,,,,,,,nike,stadium,xxl,nike,stadium,xxl,nike,stadium,xxl,nike,stadium,xxl,,inget
1005,2023-07-04 16:41:17,4,en,,2023-07-04 16:41:17,2023-07-04 16:29:07,,,,826117db-0216-13c4-b0d4-234ae911f30e,1,1,N,N,Female,1964,,,,,,16933,3,1,Stadium,Intetsport,,,,,,,,,Nike,Adidas,Asics,Nike,Adidas,Puma,Nike,Monark,Rex,Nike,Adidas,Puma,Inget,Lägre priser
1006,2023-07-04 17:06:22,4,en,,2023-07-04 17:06:22,2023-07-04 16:31:01,,,,8115a333-fb9c-b2bf-c43c-973e9dbf10a9,1,1,N,N,Female,1983,,,,,,3035,2,1,Intersport,Xxl,Sportoutlet,,,,,,,,Nike,Hoka,Adidas,Nike,Adidas,Hoka,Nu stiu,Nu știi,Nu sti,Nike,Nike,Adisas,Xxl,Angajați mai pregătiți
1007,2023-07-04 16:41:22,4,en,,2023-07-04 16:41:22,2023-07-04 16:31:13,,,,bd0b8fcf-e5a2-7da1-dac0-bb2047cc0e55,1,1,N,N,Female,2003,,,,,,3184,2,1,Sport outlet,Sport 1,XXL,,,,,,,,Famme,Flex,Nike,Famme,Flex,Nike,Vet ikke,Apple,Vet ikke,Famme,Nike,Adidas,Utvalg,Synes de gjør en god jobb
1008,2023-07-04 16:35:34,4,en,,2023-07-04 16:35:34,2023-07-04 16:31:16,,,,70aefe70-d87a-bc4d-6a7f-ca8539c51c9b,1,1,N,N,Male,1991,,,,,,12545,3,1,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,,Vet ej
1009,2023-07-04 16:47:28,4,en,,2023-07-04 16:47:28,2023-07-04 16:32:57,,,,81ba2ee3-9f90-e8f4-6bec-1a91b2e3653c,1,1,N,N,Male,1978,,,,,,60226,3,1,Stadium,Naturkompaniet,,,,,,,,,Vet ej,Vet ej,Vet ej,Jofa,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Behov,Vet ej
1010,2023-07-04 16:40:41,4,en,,2023-07-04 16:40:41,2023-07-04 16:33:08,,,,8d04eeff-4432-24e6-d5f0-da2fa405b660,1,1,N,N,Female,1993,,,,,,45153,3,1,Stadium,Intersport,,,,,,,,,Katt,Hund,Get,Get,Get,Get,Stadium,H,Hw,Kattk,Katt,Katt,Katter,Katter och getter
1011,2023-07-04 16:42:40,4,en,,2023-07-04 16:42:40,2023-07-04 16:33:18,,,,ee1ebeee-8a22-763f-dae1-8a35d3170d22,1,1,N,N,Female,1959,,,,,,18132,3,1,,,,,,,,,,,Vet ej,Vet ej,Vet ej,-,J,-,-,-,-,-,-,-,,Vet ej
1012,2023-07-04 16:39:58,4,en,,2023-07-04 16:39:58,2023-07-04 16:33:24,,,,af449bb7-767d-314a-95b8-af6fa6da8451,1,1,N,N,Female,2000,,,,,,5522,2,1,xxl,,,,,,,,,,norrøna,gore tex,fjellreven,puma,nike,adidas,nike,puma,adidas,fila,gordon,ecco,handler bare der,keep it up the good work
1013,2023-07-04 16:42:20,4,en,,2023-07-04 16:42:20,2023-07-04 16:34:00,,,,f416fed7-2ed2-640f-c7d8-ca3d9e55dc13,1,1,N,N,Female,1974,,,,,,60378,3,1,,,,,,,,,,,Inget,Vet ej,Relevant,Nike,Nike,Nike,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,,Inget
1014,2023-07-04 16:53:40,4,en,,2023-07-04 16:53:40,2023-07-04 16:34:13,,,,7279cfaa-d715-acb2-afa5-fb52168a3d53,1,1,N,N,Male,1994,,,,,,79531,3,1,Stadium,Xxl,Naike,Addis,Boozt,Amazon,,,,,Naike,Adidas,Outl,Naike,Pumma,Adisas,Naike,Xxl,Aridas,Naike,Xxl,Aridas,Det har bra kvalitet och lätt att man hittar,Det kan de gör att göra bättre kvalitet
1015,2023-07-04 17:10:28,4,en,,2023-07-04 17:10:28,2023-07-04 16:34:53,,,,2ad2afa5-adb8-df9f-04aa-9bf96a08673f,1,1,N,N,Female,1981,,,,,,68432,3,1,,,,,,,,,,,Outnorth,Fjällräven,Afidas,Outnorth,Fjällräven,Adidas,Outnorth,Fjällräven,Adidas,Ad8das,Nike,Fjällräven,,Pris
1016,2023-07-04 16:48:10,4,en,,2023-07-04 16:48:10,2023-07-04 16:35:34,,,,321a72e9-1af1-b6df-dee6-463176b5fd38,1,1,N,N,Female,1989,,,,,,42138,3,1,Naturkompaniet,XXL,Stadium,Intersport,,,,,,,Patagonia,Fjällräven,Lundhags,Icebug,Veja,Asics,Specialized,Spectra,Occano,Patagonia,Fjällräven,Adidas,XXL: större utbud av kvalitetsmärkenNaturkompaniet: lägre priser!!!,"Tydligare avdelningar i butik, större utbud av kvalitetsmärken"
1017,2023-07-04 16:49:51,4,en,,2023-07-04 16:49:51,2023-07-04 16:36:24,,,,4e517955-c109-3950-875a-4d7adb7533cb,1,1,N,N,Male,1977,,,,,,41875,3,1,Xxl sport,,,,,,,,,,Xxl,Sportmore,Nike,Xxl,Sportamore,Nike,Xxl,Adidas,Nike,Xxl,Nike,Adidas,Xxl,Inget
1018,2023-07-04 16:46:50,4,en,,2023-07-04 16:46:50,2023-07-04 16:37:38,,,,3b06d9d7-8db2-88d2-c2d8-ed2d32f96935,1,1,N,N,Female,1979,,,,,,4330,2,1,XXL,Stormberg,Sport Outlet,G Sport,,,,,,,Stormberg,XXL,Intersport,Stormberg,XXL,GSpprt,XXL,Sport Outlet,Stormberg,Stormberg,XXL,Sport Outlet,Større størrelse,Større størrelse
1019,2023-07-04 16:56:08,4,en,,2023-07-04 16:56:08,2023-07-04 16:37:55,,,,f666b308-19e2-e788-b007-874d7eb5d397,1,1,N,N,Female,1958,,,,,,74536,3,1,Sportringen,Intersport,Stadium,Xxl,,,,,,,Hellyhansen,Naturkompaniet,Fjällräven,Nike,Addidas,Puma,Etan,Cresent,Monark,Nike,Addidas,Puma,Om det fanns nån av butikerna där jag bor,Svårt att säja då jag inte har besökt
1020,2023-07-04 17:14:48,4,en,,2023-07-04 17:14:48,2023-07-04 16:38:50,,,,f20362ae-416b-aaf8-c7a1-5628285fa530,1,1,N,N,Female,1988,,,,,,3734,2,1,Hm,,,,,,,,,,Addu,Gd,R,Cx,Xs,Cs,Vd,Gd,Ye,Ge,Rt,Fd,Hm,Hm
1021,2023-07-04 16:49:26,4,en,,2023-07-04 16:49:26,2023-07-04 16:39:21,,,,e927ee1c-20a7-2a12-e313-da0ce99fc480,1,1,N,N,Male,1966,,,,,,0694,2,1,,,,,,,,,,,Vet ikke,vet ikke,vet ikke,Vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,,vareutvalget
1022,2023-07-04 16:52:24,4,en,,2023-07-04 16:52:24,2023-07-04 16:39:42,,,,39388150-f198-dcba-ee5f-b513ad4603a0,1,1,N,N,Female,1966,,,,,,39234,3,1,STADIUM,INTERSPORT,SPORTRINGEN,XXL,SPORTAMORE,,,,,,HAGLÖFS,JACK WOLFSKIN,HELLY HANSEN,ADIDAS,NIKE,PUMA,SALOMON,CRESCENT,RAYBAN,ADIDAS,CUBUS,RIEKER,"FLER MODELLER SOM JAG GILLAR, ROLIGARE PRODUKTER, LÄGRE PRISER, MER FÄRGGLATT MODE",FLER KLÄDER/UTRUSTNING I MIN STIL.
1023,2023-07-04 16:57:06,4,en,,2023-07-04 16:57:06,2023-07-04 16:39:52,,,,0d3e3a57-861a-192b-e858-0e1501c67484,1,1,N,N,Male,1965,,,,,,27142,3,1,intersport,sportamore,stadium,,,,,,,,helly-hansen,peak performance,haglöfs,nike,asics,puma,poc,cmp,löffler,nike,adidas,puma,vet ej,vet ej
1024,2023-07-04 16:59:02,4,en,,2023-07-04 16:59:02,2023-07-04 16:40:58,,,,9225b500-b89b-92fb-f30f-810ea54832c9,1,1,N,N,Female,1972,,,,,,63231,3,1,,,,,,,,,,,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,,vet ej
1025,2023-07-04 19:31:04,4,en,,2023-07-04 19:31:04,2023-07-04 16:41:17,,,,53dd4470-8d5a-6f14-0b7f-70f6b58d7fea,1,1,N,N,Female,1970,,,,,,58431,3,1,Stadium,Biltema,Jula,Åhléns,Dollarstore,Ö&B,Rusta,,,,Engelsson,Stadium,H&M,Stadium outlet,H&M,Inget,Inget,Inget,Inget,Nej,Nej,Nej,Lägre priser,EN XXXL outlet kanske.
1026,2023-07-04 16:53:52,4,en,,2023-07-04 16:53:52,2023-07-04 16:42:14,,,,89d88e69-61b6-be6c-0e66-baf3887a93b7,1,1,N,N,Female,1974,,,,,,41503,3,1,Stadium,Intersport,Sportamore,Xxl,,,,,,,Outnorth,Fjällräven,Hellyhansen,Adidas,Nile,Reebok,Casall,Vet ej,Vet ej,Peak performance,Fjällräven,Hello hansen,Större utbud,Vet ej
1027,2023-07-04 16:58:00,4,en,,2023-07-04 16:58:00,2023-07-04 16:44:38,,,,d9833ab3-5045-07e4-55bc-0ea83a7aa25c,1,1,N,N,Male,1978,,,,,,16557,3,1,Xxxxl,,,,,,,,,,Vet ej,Bryr mig inte,Vet ej 2,Nike,Vet ej,Vet ej2,Bryr mig ej,Se svar 1,Se svar 2,Nike,Vet ej,Vet ej 2,Vet ej,Vet ej
1028,2023-07-04 17:03:42,4,en,,2023-07-04 17:03:42,2023-07-04 16:45:42,,,,bdd4a627-2484-a0c8-0228-92ff86bed6c1,1,1,N,N,Female,1995,,,,,,13545,3,1,Fjällräven,,,,,,,,,,Nike,Adidas,H&m,Nike,Adidas,H&m,Vet ej,Vet ej,Vet ej,Nike,Adidas,H&m,Jag vet inte mer utbud i min stil,Vet ej
1029,2023-07-04 17:01:35,4,en,,2023-07-04 17:01:35,2023-07-04 16:46:10,,,,ce347e99-b62b-7a1a-e296-4a1f414c4403,1,1,N,N,Female,1991,,,,,,63228,3,1,Stadium,Intersport,Importspecialisten,Outdoor experten,XXL,,,,,,Everest,Abu Garcia,Outnorth,Adidas,Nike,Puma,Crescent,Vet ej,Vet ej,Betterbodies,Adidas,Nike,Om XXL fortsätter håller ett brett sortiment gentemot Stadium så kommer jag föredra XXL vidare framför Stadium,Fortsätt utbilda sin personal så dem är kunniga på sina områden
1030,2023-07-04 17:16:12,4,en,,2023-07-04 17:16:12,2023-07-04 16:46:50,,,,0829f91c-3e0e-5c36-ed13-cd026ec8bbfe,1,1,N,N,Female,1977,,,,,,1363,2,1,XXL,Sport1,,,,,,,,,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,At jeg har et behov,Gode og flere tilbud.
1031,2023-07-04 16:56:25,4,en,,2023-07-04 16:56:25,2023-07-04 16:47:30,,,,5ab43bd8-4d42-9e67-71d7-0f9f91948b08,1,1,N,N,Male,1981,,,,,,41313,3,1,,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,,Vet ej
1032,2023-07-04 17:16:32,4,en,,2023-07-04 17:16:32,2023-07-04 16:47:54,,,,dbb2e2e8-7099-f2c3-64e7-d6997cb18206,1,1,N,N,Female,1974,,,,,,16838,3,1,Stadium,XXL,Peak Performance,Naturkompaniet,,,,,,,Peak performance,Haglöfs,Fjällräven,Adidas,Nike,New Balance,Solomon,Oakley,Trek,Nike,Adidas,lululemon,försäljning online,mer variation av produkter
1033,2023-07-04 16:57:13,4,en,,2023-07-04 16:57:13,2023-07-04 16:48:11,,,,af3054f1-cd43-4fa0-e6fe-601b765a0701,1,1,N,N,Male,1963,,,,,,60356,3,1,Stadium,,,,,,,,,,Nike,Adidas,Puma,Nike,Puma,Xxl,Bitema,Vet ej,Vet ej,Puma,Puma,Nike,Staium,Pris
1034,2023-07-04 17:11:02,4,en,,2023-07-04 17:11:02,2023-07-04 16:48:25,,,,bbdaf8d6-791d-4797-1fd9-ccf176a49f25,1,1,N,N,Female,1960,,,,,,11257,3,1,Stadium,Intersport,Dormy,XXL,Naturkompaniet,,,,,,Abacus,Rönish,Craft,Galvin green,Nike,Craft,Crescent,Garmin,Fischer,Nike,Adidas,Casall,Priset. Bättre utbud.,Känns som de säljer sekunda varor. Svårt att få hjälp i butiken. Smalt utbud.
1035,2023-07-04 16:56:21,4,en,,2023-07-04 16:56:21,2023-07-04 16:48:31,,,,b8f3d3a4-8395-3165-25ab-e7d8f58a713f,1,1,N,N,Female,1991,,,,,,11151,3,1,Intersport,,,,,,,,,,Sellpy,Amazon,Zalando,Vet,Ej,Inga,Vetej,Ej,Inga,Vet,Ej,Inga,Priset,Internet
1036,2023-07-04 17:06:45,4,en,,2023-07-04 17:06:45,2023-07-04 16:49:48,,,,4c094896-e6df-89c9-df99-7c2267fc0d0c,1,1,N,N,Female,1976,,,,,,44133,3,1,Stadium,Intersport,Xxl,Mats sport,,,,,,,Nike,Didriksons,8848,Nike,Adidas,Hooka,Cresent,Vet ej,Vet ej,Nike,Didriksson,Adidas,Mindre kö. Bättre luft.  Mindre stök på skoavd. Mindre butiksyta,Mindre kö
